,j#,name,pos,g,a,p,pim,ts,+/-,sog,ga,svs,game_id,team,matchup,year,gwg,minutes,gp,OGS,DGS,GGS,GS,FP
155,19,BERGLUND Christian,F,4,4,8,33,23,5,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,7.225,0.8564595617717035,0.0,8.081459561771704,10.0
156,22,KRISTOFFERSSON Marcus,F,3,4,7,33,14,0,0,0,0,8,swe,swe-all,1999,2,90.0,6.0,5.8,0.2939595617717035,0.0,6.093959561771704,14.5
157,15,KARLSSON Gabriel,F,5,1,6,2,13,1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,5.35,0.4064595617717035,0.0,5.756459561771703,8.5
158,16,HALLIN Per,F,1,4,5,2,12,2,0,0,0,8,swe,swe-all,1999,1,90.0,6.0,4.15,0.5189595617717035,0.0,4.668959561771704,8.5
159,17,TJARNQVIST Mathias,F,1,4,5,4,15,1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,4.375,0.4064595617717035,0.0,4.781459561771704,5.5
160,10,WALLIN Viktor,D,0,5,5,0,8,-3,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,3.725,-0.0870808764565929,0.0,3.637919123543407,5.0
161,28,JOHANSSON Jakob,F,2,2,4,2,13,-1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,3.725,0.18145956177170353,0.0,3.9064595617717037,5.0
162,21,PERSSON Niklas,F,2,2,4,2,11,-2,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,3.575,0.06895956177170352,0.0,3.6439595617717035,5.0
163,14,YTFELDT David,D,1,3,4,6,11,7,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,3.45,2.162919123543407,0.0,5.612919123543407,4.5
164,26,KARLIN Mattias,F,2,1,3,8,8,-5,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,2.725,-0.2685404382282965,0.0,2.4564595617717035,4.0
165,3,BACKMAN Christian,D,0,3,3,0,10,1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,2.625,0.812919123543407,0.0,3.437919123543407,3.0
166,18,WEINHANDL Mattias,F,0,3,3,2,7,-1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,2.4,0.18145956177170353,0.0,2.5814595617717035,3.0
167,24,OLVESTAD Jimmie,F,1,1,2,6,9,2,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,2.05,0.5189595617717035,0.0,2.5689595617717034,2.5
168,7,HELMERSSON Karl,D,0,1,1,4,8,-1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,1.225,0.36291912354340705,0.0,1.5879191235434071,1.0
169,25,TALLINDER Henrik,D,0,0,0,2,5,4,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,0.375,1.487919123543407,0.0,1.862919123543407,0.0
170,6,HALVARDSSON Johan,D,0,0,0,4,5,-1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,0.375,0.36291912354340705,0.0,0.737919123543407,0.0
171,4,LINDSTROM Sanny,D,0,0,0,2,3,-1,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,0.22499999999999998,0.36291912354340705,0.0,0.587919123543407,0.0
172,8,MELINDER Henrik,D,0,0,0,4,6,-3,0,0,0,8,swe,swe-all,1999,0,90.0,6.0,0.44999999999999996,-0.0870808764565929,0.0,0.36291912354340705,0.0
173,30,ASPLUND Johan,GK,0,0,0,0,0,0,63,9,54,8,swe,swe-all,1999,0,119.18333333333334,2.0,0.0,0.0,-1.3499999999999996,-1.3499999999999996,0.0
174,1,ANDERSSON Andreas,GK,0,0,0,0,0,0,89,14,75,8,swe,swe-all,1999,0,240.0,4.0,0.0,0.0,-3.0,-3.0,0.0
175,29,RIESEN Michel,F,0,4,4,4,16,-4,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,3.7,-0.7679839004742851,0.0,2.932016099525715,4.0
176,16,WICHSER Adrian,F,2,1,3,2,17,-7,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,3.4,-1.1054839004742851,0.0,2.2945160995257146,4.0
177,4,CONNE Flavien,F,1,2,3,2,7,-4,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,2.525,-0.7679839004742851,0.0,1.757016099525715,3.5
178,5,DEMUTH Alain,F,2,0,2,6,11,1,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,2.325,-0.20548390047428503,0.0,2.119516099525715,3.0
179,11,FOLGHERA Philipp,F,2,0,2,0,7,-3,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,2.025,-0.655483900474285,0.0,1.369516099525715,3.0
180,27,BEZINA Goran,D,1,1,2,2,7,-3,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,1.9,-1.4623887059363248,0.0,0.43761129406367516,2.5
181,18,REICHERT Marc,F,1,1,2,2,11,-3,0,0,0,9,sui,sui-all,1999,1,83.07692307692308,6.0,2.2,-0.655483900474285,0.0,1.5445160995257152,5.5
182,22,VAUCLAIR Julien,D,1,1,2,6,15,-9,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,2.5,-2.812388705936325,0.0,-0.31238870593632484,2.5
183,26,CADIEUX Jan,F,1,0,1,2,13,-1,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,1.725,-0.4304839004742851,0.0,1.294516099525715,1.5
184,7,CEREDA Luca,F,1,0,1,10,16,-1,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,1.95,-0.4304839004742851,0.0,1.5195160995257149,1.5
185,13,KASER Roland,F,1,0,1,6,4,-4,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,1.05,-0.7679839004742851,0.0,0.28201609952571494,1.5
186,6,JOBIN David,D,0,1,1,2,6,-1,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,1.075,-1.012388705936325,0.0,0.06261129406367494,1.0
187,8,VACHERON Alexis,D,0,1,1,14,6,-3,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,1.075,-1.4623887059363248,0.0,-0.3873887059363248,1.0
188,15,BECCARELLI Fabio,F,0,0,0,2,4,-3,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,0.3,-0.655483900474285,0.0,-0.35548390047428496,0.0
189,21,PRINZ Cornel,F,0,0,0,18,4,-3,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,0.3,-0.655483900474285,0.0,-0.35548390047428496,0.0
190,9,REIST Alain,D,0,0,0,0,1,-3,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,0.075,-1.4623887059363248,0.0,-1.3873887059363248,0.0
191,23,THOMMEN Gregor,D,0,0,0,0,3,-3,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,0.22499999999999998,-1.4623887059363248,0.0,-1.2373887059363247,0.0
192,17,CHRISTEN Bjorn,F,0,0,0,2,9,-4,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,0.6749999999999999,-0.7679839004742851,0.0,-0.09298390047428517,0.0
193,2,MULLER Pascal,D,0,0,0,14,11,-6,0,0,0,9,sui,sui-all,1999,0,102.85714285714286,6.0,0.825,-2.137388705936325,0.0,-1.312388705936325,0.0
194,28,TSCHUOR Sandro,F,0,0,0,0,5,-9,0,0,0,9,sui,sui-all,1999,0,83.07692307692308,6.0,0.375,-1.330483900474285,0.0,-0.955483900474285,0.0
195,30,BUHRER Marco,GK,0,0,0,0,0,0,220,26,194,9,sui,sui-all,1999,0,358.45,6.0,0.0,0.0,-0.09999999999999787,-0.09999999999999787,0.0
196,20,WISSMANN Oliver,GK,0,0,0,0,0,0,0,0,0,9,sui,sui-all,1999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,24,GIONTA Brian,F,6,5,11,6,24,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,9.425,-0.12741889465296874,0.0,9.297581105347032,14.0
198,11,GOMEZ Scott,F,3,7,10,4,18,2,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,7.975,0.21008110534703128,0.0,8.185081105347031,11.5
199,27,HEISTEN William,F,2,4,6,8,16,-1,0,0,0,10,usa,usa-all,1999,1,83.07692307692308,6.0,5.2,-0.12741889465296874,0.0,5.072581105347031,10.0
200,15,MORRISON Justin,F,3,2,5,2,7,4,0,0,0,10,usa,usa-all,1999,2,83.07692307692308,6.0,4.025,0.43508110534703126,0.0,4.460081105347031,12.5
201,19,HILBERT Andrew,F,2,3,5,0,14,5,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,4.425,0.5475811053470312,0.0,4.972581105347031,6.0
202,2,MARA Paul,D,1,4,5,22,11,-3,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,4.075,-0.7119420248549702,0.0,3.36305797514503,5.5
203,14,VIGILANTE Michael,F,2,2,4,0,5,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,3.125,-0.12741889465296874,0.0,2.9975811053470314,5.0
204,9,LEGWAND David,F,1,3,4,31,10,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,3.375,-0.12741889465296874,0.0,3.2475811053470314,4.5
205,26,MURPHY Ryan,F,1,2,3,2,7,1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,2.525,0.09758110534703127,0.0,2.6225811053470314,3.5
206,12,DOMAN Mathew,F,1,1,2,6,9,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,2.05,-0.12741889465296874,0.0,1.9225811053470312,2.5
207,20,CARLSON Daniel,F,1,0,1,0,2,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,0.9,-0.12741889465296874,0.0,0.7725811053470313,1.5
208,8,CONNOLLY Timothy,F,1,0,1,8,8,-4,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,1.35,-0.46491889465296876,0.0,0.8850811053470313,1.5
209,22,JANIK Douglas,D,1,0,1,2,8,-5,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,1.35,-1.1619420248549703,0.0,0.18805797514502975,1.5
210,4,LEOPOLD Jordan,D,0,1,1,0,11,3,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,1.45,0.6380579751450297,0.0,2.0880579751450297,1.0
211,23,PANDOLFO Michael,F,0,1,1,4,9,-1,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,1.2999999999999998,-0.12741889465296874,0.0,1.1725811053470312,1.0
212,18,HALL Adam,F,0,1,1,2,3,-4,0,0,0,10,usa,usa-all,1999,0,83.07692307692308,6.0,0.85,-0.46491889465296876,0.0,0.3850811053470312,1.0
213,21,TANABE David,D,0,1,1,4,10,-5,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,1.375,-1.1619420248549703,0.0,0.21305797514502967,1.0
214,7,ST CROIX Christopher,D,0,0,0,8,2,3,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,0.15,0.6380579751450297,0.0,0.7880579751450297,0.0
215,3,TSELIOS Nikolaos,D,0,0,0,8,13,0,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,0.975,-0.03694202485497018,0.0,0.9380579751450298,0.0
216,6,JILLSON Jeffrey,D,0,0,0,6,2,-3,0,0,0,10,usa,usa-all,1999,0,102.85714285714286,6.0,0.15,-0.7119420248549702,0.0,-0.5619420248549701,0.0
217,29,BLACKBURN Joe,GK,0,0,0,0,0,0,77,7,70,10,usa,usa-all,1999,0,138.63333333333333,3.0,0.0,0.0,1.75,1.75,0.0
218,30,MADDEN Christopher,GK,0,0,0,0,0,0,108,14,94,10,usa,usa-all,1999,0,219.76666666666668,4.0,0.0,0.0,-1.0999999999999996,-1.0999999999999996,0.0
219,25,REID Brandon,F,4,5,9,4,14,3,0,0,0,1,can,can-all,2000,1,96.92307692307692,7.0,7.175,0.294075349368917,0.0,7.469075349368917,14.0
220,31,LUNDMARK Jamie,F,2,3,5,0,13,3,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,4.35,0.294075349368917,0.0,4.644075349368917,6.0
221,26,PETTINGER Matt,F,4,0,4,4,15,0,0,0,0,1,can,can-all,2000,1,96.92307692307692,7.0,4.125,-0.04342465063108298,0.0,4.081575349368917,9.0
222,11,HEATLEY Dany,F,2,2,4,4,13,-1,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,3.725,-0.15592465063108296,0.0,3.569075349368917,5.0
223,27,RYDER Michael,F,1,3,4,6,18,3,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,3.9749999999999996,0.294075349368917,0.0,4.269075349368917,4.5
224,7,CHOUINARD Eric,F,3,0,3,0,16,-3,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,3.45,-0.38092465063108294,0.0,3.069075349368917,4.5
225,10,NIELSEN Chris,F,3,0,3,8,11,4,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,3.075,0.406575349368917,0.0,3.481575349368917,4.5
226,12,BOUCK Tyler,F,1,2,3,20,12,2,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,2.9,0.181575349368917,0.0,3.081575349368917,3.5
227,16,BELL Mark,F,2,0,2,8,8,1,0,0,0,1,can,can-all,2000,1,96.92307692307692,7.0,2.1,0.06907534936891702,0.0,2.169075349368917,6.0
228,9,RICHARDS Brad,F,1,1,2,0,15,0,0,0,0,1,can,can-all,2000,1,96.92307692307692,7.0,2.5,-0.04342465063108298,0.0,2.456575349368917,5.5
229,18,McCARTHY Steven,D,0,2,2,0,8,-2,0,0,0,1,can,can-all,2000,0,120.0,7.0,1.85,-0.5575277063245864,0.0,1.2924722936754138,2.0
230,35,RIBEIRO Mike,F,0,2,2,0,9,-2,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,1.9249999999999998,-0.26842465063108295,0.0,1.6565753493689168,2.0
231,19,SPEZZA Jason,F,0,2,2,2,7,1,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,1.775,0.06907534936891702,0.0,1.844075349368917,2.0
232,6,MALHOTRA Manny,F,0,2,2,8,10,1,0,0,0,1,can,can-all,2000,0,96.92307692307692,7.0,2.0,0.06907534936891702,0.0,2.069075349368917,2.0
233,20,JACKMAN Barret,D,0,1,1,8,4,5,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.925,1.0174722936754135,0.0,1.9424722936754135,1.0
234,30,OUELLET Maxime,GK,0,0,0,0,0,0,181,11,170,1,can,can-all,2000,0,360.0,6.0,0.0,0.0,8.75,8.75,0.0
235,2,KINCH Matt,D,0,0,0,0,4,4,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.3,0.7924722936754136,0.0,1.0924722936754137,0.0
236,1,FINLEY Brian,GK,0,0,0,0,0,0,38,3,35,1,can,can-all,2000,0,60.0,1.0,0.0,0.0,1.25,1.25,0.0
237,3,BOUWMEESTER Jay,D,0,0,0,2,4,2,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.3,0.34247229367541354,0.0,0.6424722936754135,0.0
238,21,RULLIER Jo‚,D,0,0,0,6,4,0,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.3,-0.10752770632458641,0.0,0.19247229367541357,0.0
239,33,BIRON Mathieu,D,0,0,0,8,10,2,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.75,0.34247229367541354,0.0,1.0924722936754137,0.0
240,24,ROSSITER Kyle,D,0,0,0,20,7,4,0,0,0,1,can,can-all,2000,0,120.0,7.0,0.525,0.7924722936754136,0.0,1.3174722936754137,0.0
241,14,KRAFT Milan,F,5,7,12,0,23,8,0,0,0,2,cze,cze-all,2000,1,96.92307692307692,7.0,9.85,1.1767676570612249,0.0,11.026767657061225,17.5
242,24,KRISTEK Jaroslav,F,5,1,6,2,24,7,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,6.175,1.0642676570612248,0.0,7.239267657061225,8.5
243,25,SIVEK Michal,F,3,3,6,4,25,4,0,0,0,2,cze,cze-all,2000,2,96.92307692307692,7.0,6.0,0.7267676570612248,0.0,6.726767657061225,13.5
244,15,HAVLAT Martin,F,3,2,5,4,24,2,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,5.3,0.5017676570612248,0.0,5.801767657061225,6.5
245,22,VASICEK Josef,F,1,3,4,2,22,0,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,4.275,0.2767676570612248,0.0,4.551767657061225,4.5
246,16,IRGL Zbynek,F,2,1,3,6,11,3,0,0,0,2,cze,cze-all,2000,1,96.92307692307692,7.0,2.95,0.6142676570612248,0.0,3.564267657061225,7.0
247,28,PIVKO Libor,F,1,2,3,4,12,3,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,2.9,0.6142676570612248,0.0,3.514267657061225,3.5
248,5,HAJEK David,D,1,2,3,6,5,5,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,2.375,1.8103294365325566,0.0,4.185329436532557,3.5
249,26,SVOBODA Jaroslav,F,1,2,3,6,21,1,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,3.575,0.3892676570612248,0.0,3.964267657061225,3.5
250,7,JINDRA Josef,D,1,1,2,0,4,3,0,0,0,2,cze,cze-all,2000,1,120.0,7.0,1.675,1.3603294365325564,0.0,3.0353294365325567,5.5
251,3,SVOBODA Petr,D,0,2,2,4,26,5,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,3.2,1.8103294365325566,0.0,5.010329436532556,2.0
252,10,HORNA Tomas,F,0,1,1,0,4,1,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,0.925,0.3892676570612248,0.0,1.3142676570612248,1.0
253,19,NEDOROST Vaclav,F,0,1,1,6,3,4,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,0.85,0.7267676570612248,0.0,1.5767676570612248,1.0
254,1,SMID Zdenek,GK,0,0,0,0,0,0,182,11,171,2,cze,cze-all,2000,0,420.0,7.0,0.0,0.0,8.850000000000001,8.850000000000001,0.0
255,9,HOLY Martin,D,0,0,0,0,4,2,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,0.3,1.1353294365325568,0.0,1.4353294365325568,0.0
256,30,DUBA Tomas,GK,0,0,0,0,0,0,0,0,0,2,cze,cze-all,2000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,20,SOCHOR Jan,F,0,0,0,0,1,-2,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,0.075,0.05176765706122481,0.0,0.1267676570612248,0.0
258,29,BOHAC Jan,F,0,0,0,0,0,-1,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,0.0,0.16426765706122481,0.0,0.16426765706122481,0.0
259,18,NOVAK Vladimir,F,0,0,0,0,0,0,0,0,0,2,cze,cze-all,2000,0,96.92307692307692,7.0,0.0,0.2767676570612248,0.0,0.2767676570612248,0.0
260,8,KUTLAK Zdenek,D,0,0,0,2,13,2,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,0.975,1.1353294365325568,0.0,2.110329436532557,0.0
261,13,KRSTEV Angel,D,0,0,0,6,8,4,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,0.6,1.5853294365325568,0.0,2.1853294365325566,0.0
262,6,DAVID Jiri,D,0,0,0,6,2,-1,0,0,0,2,cze,cze-all,2000,0,120.0,7.0,0.15,0.4603294365325566,0.0,0.6103294365325566,0.0
263,4,TUKIO Arto,D,3,3,6,6,8,2,0,0,0,3,fin,fin-all,2000,1,140.0,7.0,4.725,1.1940682917671248,0.0,5.9190682917671245,10.5
264,21,MIETTINEN Antti,F,4,1,5,2,20,-2,0,0,0,3,fin,fin-all,2000,1,90.0,7.0,5.125,0.01416480806800445,0.0,5.139164808068005,10.0
265,13,HAMALAINEN Ville,F,3,2,5,2,15,1,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,4.625,0.3516648080680045,0.0,4.976664808068005,6.5
266,19,VAANANEN Jani,F,3,2,5,2,9,-2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,4.175,0.01416480806800445,0.0,4.189164808068004,6.5
267,26,AHOSILTA Marko,F,1,3,4,0,6,-1,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,3.075,0.12666480806800445,0.0,3.2016648080680046,4.5
268,22,RITA Jani,F,0,3,3,0,23,-1,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,3.5999999999999996,0.12666480806800445,0.0,3.726664808068004,3.0
269,28,RIUTTA Topi,F,0,3,3,0,6,-2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,2.325,0.01416480806800445,0.0,2.3391648080680048,3.0
270,8,MANTYLA Tuukka,D,0,3,3,14,14,-2,0,0,0,3,fin,fin-all,2000,0,140.0,7.0,2.925,0.2940682917671248,0.0,3.2190682917671247,3.0
271,17,KAUKOKARI Mikko,F,1,1,2,4,6,2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.825,0.4641648080680045,0.0,2.2891648080680045,2.5
272,16,VIUHKOLA Jari,F,1,1,2,6,13,-1,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,2.35,0.12666480806800445,0.0,2.4766648080680045,2.5
273,12,LAATIKAINEN Arto,D,0,2,2,2,17,-2,0,0,0,3,fin,fin-all,2000,0,140.0,7.0,2.525,0.2940682917671248,0.0,2.819068291767125,2.0
274,18,KANKAANPERA Markus,D,0,2,2,8,7,-5,0,0,0,3,fin,fin-all,2000,0,140.0,7.0,1.775,-0.3809317082328752,0.0,1.3940682917671248,2.0
275,15,LAINE Teemu,F,1,0,1,6,10,0,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.5,0.23916480806800444,0.0,1.7391648080680044,1.5
276,20,VALTONEN Tomek,F,1,0,1,8,14,-2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.8,0.01416480806800445,0.0,1.8141648080680044,1.5
277,14,NORMIO Teemu,F,1,0,1,25,5,2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.125,0.4641648080680045,0.0,1.5891648080680045,1.5
278,24,HAHL Riku,F,0,1,1,2,11,-4,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.45,-0.21083519193199554,0.0,1.2391648080680044,1.0
279,7,JOKELA Mikko,F,0,1,1,2,7,-4,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,1.15,-0.21083519193199554,0.0,0.9391648080680044,1.0
280,1,NIITTYMAKI Antero,GK,0,0,0,0,0,0,95,10,85,3,fin,fin-all,2000,0,245.0,5.0,0.0,0.0,1.0,1.0,0.0
281,30,AHONEN Ari,GK,0,0,0,0,0,0,89,8,81,3,fin,fin-all,2000,0,172.0,4.0,0.0,0.0,2.0999999999999996,2.0999999999999996,0.0
282,23,LINDHOLM Miika,F,0,0,0,0,6,-2,0,0,0,3,fin,fin-all,2000,0,90.0,7.0,0.44999999999999996,0.01416480806800445,0.0,0.4641648080680044,0.0
283,9,VAANANEN Ossi,D,0,0,0,16,14,1,0,0,0,3,fin,fin-all,2000,0,140.0,7.0,1.05,0.9690682917671248,0.0,2.019068291767125,0.0
284,6,SAMMALKANGAS Tapio,D,0,0,0,35,3,1,0,0,0,3,fin,fin-all,2000,0,140.0,7.0,0.22499999999999998,0.9690682917671248,0.0,1.1940682917671248,0.0
285,22,SOZINOV Vadim,F,4,1,5,43,14,-7,0,0,0,4,kaz,kaz-all,2000,1,105.0,7.0,4.675,-2.072043371517007,0.0,2.602956628482993,10.0
286,7,YAKOVLEV Pavel,D,2,1,3,12,7,-5,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,2.65,-3.6940867430340134,0.0,-1.0440867430340135,4.0
287,11,YURYEV Mikhail,F,1,2,3,0,8,-9,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,2.6,-2.297043371517007,0.0,0.3029566284829932,3.5
288,21,KREVSUN Alexandre,F,1,2,3,6,11,-5,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,2.825,-1.8470433715170067,0.0,0.9779566284829935,3.5
289,3,IVANOV Yevgeniy,D,2,0,2,14,3,-7,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.725,-4.144086743034014,0.0,-2.4190867430340135,3.0
290,27,UTEYEV Inar,F,0,2,2,6,2,-5,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.4,-1.8470433715170067,0.0,-0.4470433715170068,2.0
291,23,YESSIRKENOV Rustam,F,0,2,2,6,19,-5,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,2.675,-1.8470433715170067,0.0,0.8279566284829931,2.0
292,2,RYLSKY Roman,D,0,2,2,18,6,-6,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.7,-3.919086743034013,0.0,-2.219086743034013,2.0
293,16,AZANOV Roman,F,0,2,2,20,9,-9,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.9249999999999998,-2.297043371517007,0.0,-0.37204337151700706,2.0
294,30,TUYEMBAYEV Ivan,F,1,0,1,2,1,-1,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.825,-1.3970433715170065,0.0,-0.5720433715170066,1.5
295,12,TANYGIN Yevgeniy,F,1,0,1,2,9,-13,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.4249999999999998,-2.747043371517006,0.0,-1.3220433715170063,1.5
296,5,LITVINENKO Alexey,D,1,0,1,20,12,-5,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.65,-3.6940867430340134,0.0,-2.0440867430340135,1.5
297,8,VASSILCHENKO Alexey,D,0,1,1,6,5,-8,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,1.0,-4.369086743034012,0.0,-3.3690867430340123,1.0
298,20,KOLYUZHNYY Alexandr,GK,0,0,0,0,0,0,244,37,207,4,kaz,kaz-all,2000,0,315.0,7.0,0.0,0.0,-7.049999999999997,-7.049999999999997,0.0
299,13,CHEBOTAREVSKIY Sergey,F,0,0,0,0,5,-8,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.375,-2.184543371517006,0.0,-1.8095433715170062,0.0
300,1,CHEREPANOV Evgeny,GK,0,0,0,0,0,0,107,24,83,4,kaz,kaz-all,2000,0,105.0,3.0,0.0,0.0,-9.7,-9.7,0.0
301,18,MAZUNIN Yevgeniy,D,0,0,0,2,3,-6,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.22499999999999998,-3.919086743034013,0.0,-3.694086743034013,0.0
302,4,LOGVIN Vladimir,D,0,0,0,2,1,-11,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.075,-5.044086743034013,0.0,-4.969086743034013,0.0
303,26,RODIONOV Alexey,F,0,0,0,2,3,-7,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.22499999999999998,-2.072043371517007,0.0,-1.8470433715170067,0.0
304,9,SERDYUKOV Pavel,D,0,0,0,2,1,-9,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.075,-4.594086743034014,0.0,-4.519086743034014,0.0
305,17,GOLTS Alexander,F,0,0,0,6,8,-7,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.6,-2.072043371517007,0.0,-1.4720433715170067,0.0
306,14,PETRUKHIN Yevgeniy,F,0,0,0,10,5,-12,0,0,0,4,kaz,kaz-all,2000,0,105.0,7.0,0.375,-2.6345433715170063,0.0,-2.2595433715170063,0.0
307,14,MOURATOV Evgueni,F,6,2,8,4,11,8,0,0,0,5,rus,rus-all,2000,0,105.0,7.0,6.575,1.1616393894992698,0.0,7.73663938949927,11.0
308,27,TERESCHENKO Alexei,F,3,5,8,2,18,6,0,0,0,5,rus,rus-all,2000,1,105.0,7.0,6.725,0.9366393894992697,0.0,7.661639389499269,12.5
