,name,club,team,year,height,weight,age,tournament,NHL
217,BARANOVSKIS Roberts,HK Riga,lat,2017,1.81,170,19.361643835616437,1,0.0
218,ZEILE Tomass,Bossier-Shreveport Mudbugs,lat,2017,1.81,176,18.945205479452056,1,0.0
219,APFELBAUMS Valters,Prizma Riga,lat,2017,1.82,159,18.29041095890411,1,0.0
220,BLUGERS Roberts,Fairbanks Ice Dogs,lat,2017,1.90,185,18.427397260273974,1,0.0
221,BERNHARDS Ricards,Springfield Jr. Blues,lat,2017,1.93,176,19.720547945205478,1,0.0
222,BALCERS Rudolfs,Kamloops Blazers,lat,2017,1.80,165,19.747945205479454,1,0.0
223,BUNCIS Filips,Johnstown Tomahawks,lat,2017,1.90,205,19.56986301369863,1,0.0
224,CUKSTE Karlis,Quinnipiac University Hamden,lat,2017,1.88,216,19.556164383561644,1,0.0
225,SMIRNOVS Deniss,Geneve Futur Hockey,lat,2017,1.75,146,17.835616438356166,1,0.0
226,ZEILIS Rimants,HK Riga,lat,2017,1.94,190,19.438356164383563,1,0.0
227,GRIGALS Gustavs,HK Riga,lat,2017,1.82,183,18.46027397260274,1,0.0
228,MITENS Mareks,Aston Rebels,lat,2017,1.85,176,18.936986301369863,1,0.0
0,SWAYMAN Jeremy,University of Maine,usa,2018,1.91,201,19.117808219178084,1,0.0
1,POEHLING Ryan,St. Cloud State,usa,2018,1.88,192,19.008219178082193,1,0.0
2,LINDGREN Ryan,University of Minnesota,usa,2018,1.83,205,19.9013698630137,2,0.0
3,HUGHES Quinn,University of Michigan,usa,2018,1.76,168,18.23013698630137,1,0.0
4,TKACHUK Brady,Boston University,usa,2018,1.91,194,18.306849315068494,1,0.0
5,FOX Adam,Harvard University,usa,2018,1.80,185,19.884931506849316,2,0.0
6,NORRIS Josh,University of Michigan,usa,2018,1.85,194,18.673972602739727,1,0.0
7,LOCKWOOD William,University of Michigan,usa,2018,1.83,172,19.54794520547945,1,0.0
8,MITTELSTADT Casey,University of Minnesota,usa,2018,1.83,203,19.123287671232877,1,0.0
9,SAMBERG Dylan,University of Minnesota Duluth,usa,2018,1.93,214,18.95068493150685,1,0.0
10,ANDERSON Joey,University of Minnesota Duluth,usa,2018,1.80,201,19.55068493150685,2,0.0
11,PERUNOVICH Scott,University of Minnesota Duluth,usa,2018,1.77,170,19.386301369863013,1,0.0
12,YAMAMOTO Kailer,Spokane Chiefs,usa,2018,1.73,152,19.27123287671233,1,0.0
13,PEEKE Andrew,University of Notre Dame,usa,2018,1.88,212,19.80821917808219,1,0.0
14,HARPER Patrick,Boston University,usa,2018,1.75,159,19.44109589041096,2,0.0
15,BROWN Logan,Windsor Spitfires,usa,2018,1.98,218,19.84109589041096,1,0.0
16,BELLOWS Kieffer,Portland Winterhawks,usa,2018,1.85,205,19.575342465753426,2,0.0
17,ANDERSON Mikey,University of Minnesota Duluth,usa,2018,1.83,198,18.61917808219178,1,0.0
18,TUFTE Riley,University of Minnesota Duluth,usa,2018,1.96,227,19.742465753424657,1,0.0
19,OETTINGER Jake,Boston University,usa,2018,1.93,214,19.052054794520547,2,0.0
20,WOLL Joseph,Boston College,usa,2018,1.91,196,19.487671232876714,2,0.0
21,FREDERIC Trent,University of Wisconsin,usa,2018,1.88,212,19.9013698630137,1,0.0
22,JONES Max,London Knights,usa,2018,1.91,209,19.884931506849316,1,0.0
23,POINT Colton,Colgate University Hamilton NY,can,2018,1.93,220,19.843835616438355,1,0.0
24,BEAN Jake,Calgary Hitmen,can,2018,1.85,170,19.578082191780823,2,0.0
25,TIMMINS Conor,Sault Ste. Marie Greyhounds,can,2018,1.86,185,19.301369863013697,1,0.0
26,FOOTE Callan,Kelowna Rockets,can,2018,1.93,212,19.065753424657533,1,0.0
27,MAKAR Cale,UMass-Amherst,can,2018,1.80,181,19.186301369863013,1,0.0
28,FABBRO Dante,Boston University,can,2018,1.83,190,19.54794520547945,2,0.0
29,DUBE Dillon,Kelowna Rockets,can,2018,1.80,183,19.465753424657535,2,0.0
30,CLAGUE Kale,Brandon Wheat Kings,can,2018,1.83,185,19.589041095890412,2,0.0
31,GADJOVICH Jonah,Owen Sound Attack,can,2018,1.88,209,19.235616438356164,1,0.0
32,KATCHOUK Boris,Sault Ste. Marie Greyhounds,can,2018,1.90,190,19.553424657534247,1,0.0
33,COMTOIS Maxime,Victoriaville Tigres,can,2018,1.88,205,18.994520547945207,1,0.0
34,RADDYSH Taylor,Erie Otters,can,2018,1.88,207,19.882191780821916,2,0.0
35,STEENBERGEN Tyler,Swift Current Broncos,can,2018,1.78,187,19.997260273972604,1,0.0
36,BATHERSON Drake,Cape Breton Screaming Eagles,can,2018,1.88,187,19.695890410958903,1,0.0
37,McLEOD Michael,Mississauga Steelheads,can,2018,1.88,194,19.923287671232877,2,0.0
38,HOWDEN Brett,Moose Jaw Warriors,can,2018,1.91,190,19.775342465753425,1,0.0
39,STEEL Sam,Regina Pats,can,2018,1.83,181,19.923287671232877,1,0.0
40,FORMENTON Alex,London Knights,can,2018,1.88,179,18.315068493150687,1,0.0
41,KYROU Jordan,Sarnia Sting,can,2018,1.83,185,19.673972602739727,1,0.0
42,THOMAS Robert,London Knights,can,2018,1.83,192,18.515068493150686,1,0.0
43,METE Victor,Montreal Canadiens,can,2018,1.78,185,19.583561643835615,1,1.0
44,HART Carter,Everett Silvertips,can,2018,1.88,181,19.4,2,0.0
45,GRANSOE Emil,Topeka Roadrunners,den,2018,1.82,172,19.276712328767122,2,0.0
46,LARSEN Oliver,Leksands IF,den,2018,1.90,207,19.03287671232877,2,0.0
47,SETKOV Malte,Malmo Redhawks,den,2018,1.98,196,18.97808219178082,1,0.0
48,LARSEN Christian,Odense Bulldogs,den,2018,1.90,203,18.90958904109589,1,0.0
49,JESSEN Jakob,Herning Blue Fox,den,2018,1.80,187,19.424657534246574,1,0.0
50,MOGENSEN Jeppe,AIK Stockholm,den,2018,1.87,176,18.816438356164383,1,0.0
51,SCHMIDT-SVEJSTRUP Jacob,Fargo Force,den,2018,1.88,201,19.97808219178082,1,0.0
52,HEINE Rasmus,Rodovre Mighty Bulls,den,2018,1.85,187,19.876712328767123,1,0.0
53,AHLBERG Valdemar,Austin Bruins,den,2018,1.88,201,19.235616438356164,1,0.0
54,MATHIASEN-WEJSE Christian,Esbjerg Energy,den,2018,1.86,194,19.09041095890411,2,0.0
55,MORTENSEN Lasse,Rodovre Mighty Bulls,den,2018,1.92,187,17.435616438356163,1,0.0
56,RONDBJERG Jonas,Vaxjo Lakers,den,2018,1.84,176,18.76986301369863,3,0.0
57,ANDERSEN Lucas,Jokerit Helsinki,den,2018,1.88,176,18.934246575342467,1,0.0
58,KRAG Nikolaj,Rungsted Cobras,den,2018,1.91,201,19.4027397260274,3,0.0
59,BLICHFELD Joachim,Portland Winterhawks,den,2018,1.87,181,19.473972602739725,2,0.0
60,NIELSEN Daniel,Herning Blue Fox,den,2018,1.70,176,19.76986301369863,1,0.0
61,GRUNDTVIG Andreas,Esbjerg Energy,den,2018,1.80,176,18.97808219178082,1,0.0
62,MADSEN David,Vaxjo Lakers,den,2018,1.84,194,18.947945205479453,2,0.0
63,MOLGE Magnus,Malmo Redhawks,den,2018,1.80,176,19.726027397260275,1,0.0
64,SCHULTZ Phillip,Rodovre Mighty Bulls,den,2018,1.80,154,17.45205479452055,1,0.0
65,GATH Christoffer,Herlev Eagles,den,2018,1.81,181,18.504109589041096,1,0.0
66,SOEGAARD Mads,Austin Bruins,den,2018,1.98,192,17.063013698630137,1,0.0
67,KROG Kasper,SonderjyskE Vojens,den,2018,1.75,176,19.53150684931507,2,0.0
68,HRENAK David,St. Cloud State,svk,2018,1.88,192,19.673972602739727,2,0.0
69,KOSTELNY Jakub,Dukla Trencin,svk,2018,1.75,163,18.63013698630137,1,0.0
70,HEDERA Tomas,Orange 20 Bratislava,svk,2018,1.85,190,19.164383561643834,1,0.0
71,SMOLKA Erik,Orange 20 Bratislava,svk,2018,1.87,198,19.145205479452056,1,0.0
72,BODAK Martin,Kootenay Ice,svk,2018,1.85,190,19.106849315068494,2,0.0
73,FEHERVARY Martin,IK Oskarshamn,svk,2018,1.80,172,18.252054794520546,2,0.0
74,KORENCIK Marek,Lulea HF,svk,2018,1.91,201,18.46849315068493,1,0.0
75,MATEJOVIC David,Orange 20 Bratislava,svk,2018,1.97,238,19.378082191780823,1,0.0
76,IVAN Michal,Acadie-Bathurst Titan,svk,2018,1.84,183,18.134246575342466,1,0.0
77,BUCEK Samuel,Chicago Steel,svk,2018,1.90,194,19.04931506849315,1,0.0
78,CACHO Viliam,Orange 20 Bratislava,svk,2018,1.83,181,19.23013698630137,1,0.0
79,KRIVOSIK Filip,LeKi Lempaala,svk,2018,1.93,190,18.78082191780822,1,0.0
80,KELEMEN Milos,Orange 20 Bratislava,svk,2018,1.88,201,18.504109589041096,1,0.0
81,LISKA Adam,Kitchener Rangers,svk,2018,1.78,176,18.23013698630137,1,0.0
82,STUDENIC Marian,Hamilton Bulldogs,svk,2018,1.83,170,19.19178082191781,2,0.0
83,KUNDRIK Peter,Orange 20 Bratislava,svk,2018,1.88,187,19.09315068493151,1,0.0
84,RUZICKA Adam,Sarnia Sting,svk,2018,1.94,209,18.65753424657534,2,0.0
85,SOLENSKY Samuel,Johnstown Tomahawks,svk,2018,1.76,170,19.367123287671234,1,0.0
86,ZELENAK Vojtech,Orange 20 Bratislava,svk,2018,1.96,225,19.56986301369863,1,0.0
87,TAMASI Alex,Orange 20 Bratislava,svk,2018,1.84,190,19.786301369863015,1,0.0
88,ROMAN Milos,Vancouver Giants,svk,2018,1.80,194,18.167123287671235,2,0.0
89,FERETA Samuel,Orange 20 Bratislava,svk,2018,1.90,198,19.02191780821918,1,0.0
90,DURNY Roman,Orange 20 Bratislava,svk,2018,1.89,201,19.610958904109587,2,0.0
91,LUUKKONEN Ukko-Pekka,HPK Hameenlinna,fin,2018,1.94,196,18.83013698630137,1,0.0
92,HEISKANEN Miro,IFK Helsinki,fin,2018,1.85,176,18.471232876712328,2,0.0
93,JAASKA Juha,IFK Helsinki,fin,2018,1.83,190,19.90684931506849,1,0.0
94,SALO Robin,Sport Vaasa,fin,2018,1.86,192,19.232876712328768,1,0.0
95,VALIMAKI Juuso,Tri-City Americans,fin,2018,1.87,209,19.252054794520546,2,0.0
96,JUOLEVI Olli,TPS Turku,fin,2018,1.91,198,19.673972602739727,3,0.0
97,KUOKKANEN Janne,Carolina Hurricanes,fin,2018,1.85,194,19.61917808219178,2,1.0
98,KOIVULA Otto,Ilves Tampere,fin,2018,1.93,225,19.34794520547945,2,0.0
99,VESALAINEN Kristian,HPK Hameenlinna,fin,2018,1.92,212,18.6,2,0.0
100,KOPPANEN Joona,Ilves Tampere,fin,2018,1.95,205,19.863013698630137,1,0.0
101,TUULOLA Eetu,HPK Hameenlinna,fin,2018,1.90,227,19.80821917808219,1,0.0
102,TOLVANEN Eeli,Jokerit Helsinki,fin,2018,1.79,181,18.70958904109589,2,0.0
103,NURMI Markus,TPS Turku,fin,2018,1.94,190,19.523287671232875,1,0.0
104,RASANEN Aapeli,Boston College,fin,2018,1.83,196,19.6,2,0.0
105,VAAKANAINEN Urho,SaiPa Lappeenranta,fin,2018,1.85,185,19.013698630136986,2,0.0
106,IKONEN Joni,KalPa Kuopio,fin,2018,1.82,183,18.731506849315068,1,0.0
107,JOKIHARJU Henri,Portland Winterhawks,fin,2018,1.82,187,18.556164383561644,1,0.0
108,LEHTINEN Lassi,Lukko Rauma,fin,2018,1.82,170,18.863013698630137,1,0.0
109,HALONEN Niilo,IFK Helsinki,fin,2018,1.88,176,19.47945205479452,1,0.0
110,HEPONIEMI Aleksi,Swift Current Broncos,fin,2018,1.80,154,18.991780821917807,1,0.0
111,INNALA Jere,HPK Hameenlinna,fin,2018,1.75,176,19.80821917808219,1,0.0
112,KUPARI Rasmus,Karpat Oulu,fin,2018,1.84,181,17.81095890410959,1,0.0
113,KOTKANSALO Kasper,Boston University,fin,2018,1.88,198,19.13972602739726,1,0.0
114,MELNICHUK Alexei,SKA-Neva St. Petersburg,rus,2018,1.86,181,19.523287671232875,1,0.0
115,MAKEYEV Nikita,CSKA Moscow,rus,2018,1.89,190,19.895890410958906,1,0.0
116,SHEPELEV Alexander,Chelmet Chelyabinsk,rus,2018,1.88,185,19.80821917808219,1,0.0
117,MINULIN Artyom,Swift Current Broncos,rus,2018,1.87,198,19.265753424657536,1,0.0
118,ZAITSEV Yegor,Dynamo Moscow,rus,2018,1.87,194,19.67945205479452,1,0.0
119,SOKOLOV Dmitri,Sudbury Wolves,rus,2018,1.88,203,19.731506849315068,1,0.0
120,MANUKYAN Artyom,Avangard Omsk,rus,2018,1.70,139,19.578082191780823,1,0.0
121,ABRAMOV Vitali,Victoriaville Tigres,rus,2018,1.75,174,19.665753424657535,1,0.0
122,IVANOV Georgi,Loko Yaroslavl,rus,2018,1.83,187,19.28219178082192,1,0.0
123,MALTSEV Mikhail,SKA-Neva St. Petersburg,rus,2018,1.91,205,19.82191780821918,1,0.0
124,SVECHNIKOV Andrei,Barrie Colts,rus,2018,1.83,159,17.78082191780822,1,0.0
125,YELIZAROV Anatoli,Tolpar Ufa,rus,2018,1.89,198,19.564383561643837,1,0.0
126,ALTYBARMAKYAN Andrei,SKA-Neva St. Petersburg,rus,2018,1.78,183,19.424657534246574,1,0.0
127,RUBTSOV German,Acadie-Bathurst Titan,rus,2018,1.83,190,19.528767123287672,2,0.0
128,SHOLOKHOV Marsel,Chelmet Chelyabinsk,rus,2018,1.78,170,19.983561643835618,1,0.0
129,BERDIN Mikhail,Sioux Falls Stampede,rus,2018,1.85,154,19.852054794520548,1,0.0
130,KNYZHOV Nikolai,SKA-Neva St. Petersburg,rus,2018,1.89,190,19.8,1,0.0
131,KOSTIN Klim,San Antonio Rampage,rus,2018,1.91,212,18.673972602739727,1,0.0
132,SAMORUKOV Dmitri,Guelph Storm,rus,2018,1.87,181,18.55890410958904,1,0.0
133,SYOMIN Vladislav,SKA-Neva St. Petersburg,rus,2018,1.91,214,19.884931506849316,1,0.0
134,POLODYAN Alexei,SKA-Neva St. Petersburg,rus,2018,1.81,165,19.438356164383563,1,0.0
135,KAYUMOV Artur,Lokomotiv Yaroslavl,rus,2018,1.81,168,19.893150684931506,1,0.0
136,SUKHACHYOV Vladislav,Chelmet Chelyabinsk,rus,2018,1.82,179,19.649315068493152,2,0.0
137,LARSSON Filip,Tri City Storm,swe,2018,1.88,185,19.389041095890413,1,0.0
138,LINDSTROM Gustav,Almtuna IS Uppsala,swe,2018,1.87,185,19.213698630136985,1,0.0
139,HOGBERG Linus,Vaxjo Lakers,swe,2018,1.86,183,19.339726027397262,1,0.0
140,LILJEGREN Timothy,Toronto Marlies,swe,2018,1.82,190,18.687671232876713,1,0.0
141,DAHLIN Rasmus,Frolunda Gothenburg,swe,2018,1.89,183,17.731506849315068,2,0.0
142,SODERLUND Tim,Skelleftea AIK,swe,2018,1.75,163,19.953424657534246,2,0.0
143,DAVIDSSON Marcus,Djurgarden Stockholm,swe,2018,1.85,198,19.134246575342466,1,0.0
144,GUSTAFSSON Glenn,Orebro HK,swe,2018,1.78,196,19.339726027397262,1,0.0
145,PETTERSSON Elias,Vaxjo Lakers,swe,2018,1.86,165,19.15068493150685,2,0.0
146,LINDSTROM Linus,Skelleftea AIK,swe,2018,1.83,170,19.994520547945207,1,0.0
147,KARLSTROM Fredrik,Linkoping HC,swe,2018,1.89,192,19.983561643835618,2,0.0
148,NYLANDER Alexander,Rochester Americans,swe,2018,1.84,176,19.84931506849315,3,0.0
149,LUNDESTROM Isac,Lulea HF,swe,2018,1.81,176,18.167123287671235,1,0.0
150,BOQVIST Jesper,Brynas Gavle,swe,2018,1.82,179,19.186301369863013,1,0.0
151,JONSSON FJALLBY Axel,Djurgarden Stockholm,swe,2018,1.86,190,19.904109589041095,1,0.0
152,SELLGREN Jesper,MODO Ornskoldsvik,swe,2018,1.79,170,19.572602739726026,1,0.0
153,ANDERSSON Lias,Frolunda Gothenburg,swe,2018,1.81,198,19.232876712328768,2,0.0
154,BRANNSTROM Erik,HV71 Jonkoping,swe,2018,1.79,179,18.345205479452055,1,0.0
155,MOVERARE Jacob,Mississauga Steelheads,swe,2018,1.89,198,19.350684931506848,1,0.0
156,ZETTERLUND Fabian,Farjestad Karlstad,swe,2018,1.80,203,18.367123287671234,1,0.0
157,STEEN Oskar,Farjestad Karlstad,swe,2018,1.76,185,19.83013698630137,1,0.0
158,GUSTAVSSON Filip,Lulea HF,swe,2018,1.87,185,19.583561643835615,2,0.0
159,ERIKSSON EK Olle,Farjestad Karlstad,swe,2018,1.91,181,18.542465753424658,1,0.0
160,SKAREK Jakub,HC Dukla Jihlava,cze,2018,1.90,196,18.156164383561645,2,0.0
161,KLOUCEK Milan,Dynamo Pardubice,cze,2018,1.91,196,19.687671232876713,1,0.0
162,HAJEK Libor,Saskatoon Blades,cze,2018,1.86,185,19.92054794520548,1,0.0
163,ZACHAR Marek,Sherbrooke Phoenix,cze,2018,1.76,165,19.572602739726026,1,0.0
164,SALDA Radim,Saint John Sea Dogs,cze,2018,1.85,176,18.882191780821916,1,0.0
165,NECAS Martin,Kometa Brno,cze,2018,1.84,168,18.975342465753425,2,0.0
166,KRAL Filip,Spokane Chiefs,cze,2018,1.82,170,18.213698630136985,1,0.0
167,HRDINKA Frantisek,BK Mlada Boleslav,cze,2018,1.83,187,19.84931506849315,2,0.0
168,VALA Ondrej,Kamloops Blazers,cze,2018,1.94,207,19.734246575342464,2,0.0
169,KUROVSKY Daniel,Vitkovice Ostrava,cze,2018,1.92,198,19.843835616438355,2,0.0
170,KAUT Martin,Dynamo Pardubice,cze,2018,1.86,176,18.263013698630136,1,0.0
171,HRABIK Krystof,Bili Tygri Liberec,cze,2018,1.91,209,18.284931506849315,1,0.0
172,ZADINA Filip,Halifax Mooseheads,cze,2018,1.84,190,18.10958904109589,1,0.0
173,BUDIK Vojtech,Prince Albert Raiders,cze,2018,1.85,194,19.936986301369863,2,0.0
174,LAUKO Jakub,Pirati Chomutov,cze,2018,1.83,170,17.775342465753425,1,0.0
175,CHYTIL Filip,Hartford Wolf Pack,cze,2018,1.84,179,18.336986301369862,1,0.0
176,REICHEL Kristian,Red Deer Rebels,cze,2018,1.84,168,19.572602739726026,2,0.0
177,GALVAS Jakub,HC Olomouc,cze,2018,1.80,161,18.561643835616437,1,0.0
178,PAVLIK Radovan,HC Hradec Kralove,cze,2018,1.78,165,19.882191780821916,1,0.0
179,SAFIN Ostap,Saint John Sea Dogs,cze,2018,1.94,194,18.9013698630137,1,0.0
180,KODYTEK Petr,Skoda Plzen,cze,2018,1.67,148,19.389041095890413,1,0.0
181,MICHNAC Albert,Mississauga Steelheads,cze,2018,1.78,152,19.21917808219178,1,0.0
182,KORENAR Josef,HC Benatky,cze,2018,1.86,172,19.931506849315067,1,0.0
183,RITZ Matteo,HC Sion,sui,2018,1.90,198,19.78904109589041,2,0.0
184,le COULTRE Simon,Moncton Wildcats,sui,2018,1.81,165,18.410958904109588,1,0.0
185,BARANDUN Davyd,HC Davos,sui,2018,1.80,190,18.01095890410959,1,0.0
186,MULLER Nicolas,MODO Ornskoldsvik,sui,2018,1.84,170,18.545205479452054,1,0.0
187,MAILLARD Guillaume,Geneve-Servette,sui,2018,1.83,192,19.23835616438356,1,0.0
188,MIRANDA Marco,GCK Lions Zurich,sui,2018,1.89,196,19.5972602739726,2,0.0
189,GEISSER Tobias,EV Zug,sui,2018,1.93,205,18.895890410958906,1,0.0
190,SIGRIST Justin,Kamloops Blazers,sui,2018,1.79,154,18.715068493150685,1,0.0
191,JAGER Ken,HC Davos,sui,2018,1.85,176,19.605479452054794,1,0.0
192,GROSS Nico,Oshawa Generals,sui,2018,1.85,183,17.945205479452056,2,0.0
193,RIVA Elia,HC Lugano,sui,2018,1.78,172,20.008219178082193,1,0.0
194,NUSSBAUMER Valentin,EHC Biel,sui,2018,1.79,159,17.279452054794522,1,0.0
195,SIMIC Axel,Lausanne HC,sui,2018,1.74,168,18.942465753424656,1,0.0
196,LEUENBERGER Sven,EV Zug,sui,2018,1.78,185,18.882191780821916,1,0.0
197,BERNI Tim,GCK Lions Zurich,sui,2018,1.81,172,17.9013698630137,1,0.0
198,EGGENBERGER Nando,HC Davos,sui,2018,1.88,185,18.24931506849315,2,0.0
199,KURASHEV Philipp,Quebec Remparts,sui,2018,1.82,183,18.235616438356164,1,0.0
200,HEIM Andre,SC Bern,sui,2018,1.86,187,19.698630136986303,1,0.0
201,CAVALLERI Marco,Victoriaville Tigres,sui,2018,1.78,146,18.336986301369862,1,0.0
202,EGLI Dominik,EHC Kloten,sui,2018,1.73,170,19.38082191780822,1,0.0
203,ROHRBACH Dario,EHC Basel-Kleinhuningen,sui,2018,1.83,192,19.4986301369863,1,0.0
204,SCHMID Akira,SCL Tigers Langnau,sui,2018,1.92,165,17.65205479452055,1,0.0
205,WUTHRICH Philip,SC Bern,sui,2018,1.82,168,19.96986301369863,2,0.0
206,RODIK Dmitri,Belarus U20,blr,2018,1.80,187,19.72876712328767,1,0.0
207,GOSTEV Andrei,Belarus U20,blr,2018,1.90,194,19.887671232876713,1,0.0
208,SOKOLOVSKI Vladislav,Dynamo Molodechno,blr,2018,1.80,185,19.15890410958904,1,0.0
209,DERYABIN Dmitri,Belarus U20,blr,2018,1.88,198,18.213698630136985,1,0.0
210,MARTYNYUK Vladislav,Kunlun Red Star Junior,blr,2018,1.77,172,19.35890410958904,1,0.0
211,BOVBEL Viktor,Belarus U20,blr,2018,1.78,181,19.5972602739726,1,0.0
212,YERYOMENKO Vladislav,Calgary Hitmen,blr,2018,1.85,187,18.706849315068492,1,0.0
213,LITVINOV Ilya,Yunost Minsk,blr,2018,1.93,198,19.80821917808219,1,0.0
214,RYADCHENKO Vladislav,Belarus U20,blr,2018,1.85,185,19.86849315068493,1,0.0
215,LUKASHEVICH Alexander,Belarus U20,blr,2018,1.81,174,19.482191780821918,1,0.0
216,MARTYNOV Igor,Victoria Royals,blr,2018,1.85,192,18.964383561643835,1,0.0
217,ASTASHEVICH Arseni,Belarus U20,blr,2018,1.94,192,19.65205479452055,1,0.0
218,PISHUK Sergei,Belarus U20,blr,2018,1.75,157,19.317808219178083,1,0.0
219,GRINKEVICH Dmitri,Belarus U20,blr,2018,1.82,176,19.38082191780822,1,0.0
220,SHARANGOVICH Yegor,Dynamo Minsk,blr,2018,1.85,192,19.586301369863012,2,0.0
221,BUROVTSEV Dmitri,Belarus U20,blr,2018,1.87,198,19.71232876712329,1,0.0
222,DROZDOV Ivan,Yunost Minsk,blr,2018,1.81,174,18.14246575342466,1,0.0
223,GRISHENKO Andrei,Belarus U20,blr,2018,1.88,176,18.90684931506849,1,0.0
224,MIKHALCHUK Vladislav,Prince George Cougars,blr,2018,1.90,187,18.224657534246575,1,0.0
225,GABRUS Vladislav,Belarus U20,blr,2018,1.78,183,18.589041095890412,1,0.0
226,SUSHKO Maxim,Owen Sound Attack,blr,2018,1.82,179,18.904109589041095,1,0.0
227,TOLOPILO Nikita,Belarus U18,blr,2018,1.97,214,17.75068493150685,1,0.0
228,ANISIMOV Nazar,Belarus U20,blr,2018,1.77,168,19.838356164383562,1,0.0
0,DIPIETRO Michael,Ottawa 67s,can,2019,1.83,205,19.578082191780823,1,0.0
1,BOUCHARD Evan,London Knights,can,2019,1.88,198,19.213698630136985,1,0.0
2,BROOK Josh,Moose Jaw Warriors,can,2019,1.86,192,19.556164383561644,1,0.0
3,McISAAC Jared,Halifax Mooseheads,can,2019,1.86,192,18.778082191780822,1,0.0
4,MITCHELL Ian,University of Denver,can,2019,1.80,174,19.96712328767123,1,0.0
5,DOBSON Noah,Acadie-Bathurst Titan,can,2019,1.92,185,18.997260273972604,1,0.0
6,GLASS Cody,Portland Winterhawks,can,2019,1.89,185,19.767123287671232,1,0.0
7,VELENO Joe,Drummondville Voltigeurs,can,2019,1.86,194,18.980821917808218,1,0.0
8,ANDERSON-DOLAN Jaret,Spokane Chiefs,can,2019,1.80,196,19.317808219178083,1,0.0
9,COMTOIS Maxime,Drummondville Voltigeurs,can,2019,1.89,212,19.994520547945207,2,0.0
10,BOWERS Shane,Boston University,can,2019,1.89,187,19.438356164383563,1,0.0
11,ENTWISTLE MacKenzie,Hamilton Bulldogs,can,2019,1.92,181,19.482191780821918,1,0.0
12,SUZUKI Nick,Owen Sound Attack,can,2019,1.80,183,19.40821917808219,1,0.0
13,PHILLIPS Markus,Owen Sound Attack,can,2019,1.82,194,19.797260273972604,1,0.0
14,LEASON Brett,Prince Albert Raiders,can,2019,1.95,198,19.687671232876713,1,0.0
15,TIPPETT Owen,Mississauga Steelheads,can,2019,1.89,205,19.887671232876713,1,0.0
16,LAFRENIERE Alexis,Rimouski Oceanic,can,2019,1.86,192,17.235616438356164,1,0.0
17,STUDNICKA Jack,Oshawa Generals,can,2019,1.89,179,19.882191780821916,1,0.0
18,SMITH Ty,Spokane Chiefs,can,2019,1.80,176,18.786301369863015,1,0.0
19,FROST Morgan,Sault Ste. Marie Greyhounds,can,2019,1.83,185,19.649315068493152,1,0.0
20,HAYTON Barrett,Sault Ste. Marie Greyhounds,can,2019,1.86,192,18.575342465753426,1,0.0
21,SCOTT Ian,Prince Albert Raiders,can,2019,1.92,183,19.986301369863014,1,0.0
22,SKAREK Jakub,Pelicans Lahti,cze,2019,1.90,196,19.156164383561645,3,0.0
23,DOSTAL Lukas,HC Trebic,cze,2019,1.85,159,18.53972602739726,1,0.0
24,PEKAR Matej,Barrie Colts,cze,2019,1.82,165,18.904109589041095,1,0.0
25,KVASNICKA David,HC Stadion Litomerice,cze,2019,1.78,185,19.731506849315068,2,0.0
26,GASPAR Michael,HC Stadion Litomerice,cze,2019,1.77,181,19.183561643835617,1,0.0
27,GALVAS Jakub,HC Olomouc,cze,2019,1.80,161,19.561643835616437,2,0.0
28,KRAL Filip,Spokane Chiefs,cze,2019,1.82,170,19.213698630136985,2,0.0
29,KERN Jan,Omaha Lancers,cze,2019,1.79,179,19.446575342465753,1,0.0
30,HLADONIK Jan,Ocelari Trinec,cze,2019,1.74,161,19.386301369863013,1,0.0
31,JENIK Jan,Bili Tygri Liberec,cze,2019,1.85,165,18.306849315068494,1,0.0
32,LAUKO Jakub,Rouyn-Noranda Huskies,cze,2019,1.83,170,18.775342465753425,2,0.0
33,KAUT Martin,Colorado Eagles,cze,2019,1.86,176,19.263013698630136,2,0.0
34,MACHALA Ondrej,Dynamo Pardubice,cze,2019,1.80,185,19.986301369863014,1,0.0
35,NECAS Martin,Charlotte Checkers,cze,2019,1.84,168,19.975342465753425,3,0.0
36,ZADINA Filip,Grand Rapids Griffins,cze,2019,1.84,190,19.10958904109589,2,0.0
37,SALDA Radim,Rimouski Oceanic,cze,2019,1.85,176,19.882191780821916,2,0.0
38,MIKYSKA Dalimil,HC Trebic,cze,2019,1.86,201,19.39178082191781,1,0.0
39,BUKAC Daniel,Niagara IceDogs,cze,2019,1.95,212,19.69041095890411,1,0.0
40,POUR Jakub,HC Stadion Litomerice,cze,2019,1.90,201,19.704109589041096,1,0.0
41,HRABIK Krystof,Tri-City Americans,cze,2019,1.91,209,19.284931506849315,2,0.0
42,PLASEK Karel,Kometa Brno,cze,2019,1.82,181,18.44109589041096,1,0.0
43,KONDELIK Jachym,University of Connecticut,cze,2019,2.01,218,19.043835616438358,1,0.0
44,PATERA Jiri,Brandon Wheat Kings,cze,2019,1.87,209,19.865753424657534,1,0.0
45,RORTH William,Rodovre Mighty Bulls,den,2019,1.77,159,19.295890410958904,1,0.0
46,KOCH Magnus,Herlev Eagles,den,2019,1.86,218,18.85753424657534,1,0.0
47,SETKOV Malte,Malmo Redhawks,den,2019,2.00,205,19.97808219178082,2,0.0
